breed_id,breed_name,breed_image,breed_group,Selling Price,height,min_height_cm,max_height_cm,weight,min_weight_kg,max_weight_kg,adaptability_value,friendliness_value,trainability_value,health_and_grooming_needs_value,physical_needs_value,life_span,monthly_expences,min_monthly_ecxpences,max_monthly_expences,highlights
29,Coton de Tulear,https://www.dogtime.com/assets/uploads/2011/01/file_23230_coton-de-tulear-460x290.jpg,Companion Dogs,"LKR 40,000 - LKR 55,000",8 to 12 inches,20.32,30.48,8 to 13 pounds,3.63,5.9,4,5,3,2,3,14 years,"LKR 14,000 - LKR 20,000","LKR 14,000.00","LKR 20,000.00","Sweet and cuddlyÿwith a clownish personality, the Coton de Tulearÿdog breedÿis always ready for a good time. This smart little dog with the cottony coat originated in Madagascar and is related to theÿBichon Friseÿand theÿMaltese.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to adopt! Don?t shop if you want to bring a dog home."
30,Dachsador,https://www.dogtime.com/assets/uploads/2019/09/dachsador-mixed-dog-breed-pictures-cover-650x368.jpg,Mixed Breed Dogs,"LKR 35,000 - LKR 50,000",15 to 25 inches,38.1,63.5,30 to 40 pounds,13.61,18.14,3,4,3,3,4,12 to 14 years,"LKR 16,000 - LKR 22,000","LKR 16,000.00","LKR 22,000.00","The most common Dachsador colors are chocolate brown, black, and yellow. The Dachsador is a mixed breed dog. They are not purebreds like their Dachshund or Labrador Retriever parents. This dog is smart, so make sure to provide interactive toys to keep them alert and intrigued. Dachsador dogs and children are a great fit for each other. The mixed breed is friendly and playful and will love to take part in play sessions with the kids. Play time should still always be supervised. The Dachsador is a high energy dog that will need at least two walks a day, ideally between 45 minutes and an hour. When it comes to grooming, a quick ten minute brushing session every day or so should be enough to keep the dog's coat in tip top condition."
31,Spinone Italiano,https://www.dogtime.com/assets/uploads/2018/08/spinone-italiano-dog-breed-pictures-header-460x260.jpg,Sporting Dogs,"LKR 65,000 - LKR 80,000",22 to 28 inches,55.88,71.12,61 to 86 pounds,27.67,39.01,4,5,3,3,4,10 to 14 years,"LKR 20,000 - LKR 28,000","LKR 20,000.00","LKR 28,000.00","Spinoni Italiani have high energy levels. Make sure your dog gets at least one solid hour of hiking, walking, running, or swimming per day. The Spinone Italiano does all jobs related to hunting, including pointing, setting, retrieving, and flushing. Non aggressive and sweet by nature, this dog gets along great with kids from the age of six and up. The Spinone Italiano has a medium length, dense, wiry coat with three color possibilities: orange and white; brown and white; and solid white. Spinoni Italiani should not be alone for long periods of time. They want to participate in all activities family related! This dog is a hunter, not a fighter, but very friendly with other dogs. Due to the hunting nature, be careful around cats or other small animals who might be seen as game."
32,Horgi,https://www.dogtime.com/assets/uploads/2019/08/horgi-mixed-dog-breed-pictures-cover-650x368.jpg,Mixed Breed Dogs,"LKR 45,000 - LKR 60,000",12 to 15 inches,30.48,38.1,20 to 50 pounds,9.07,22.68,3,5,4,3,4,12 to 15 years,"LKR 18,000 - LKR 25,000","LKR 18,000.00","LKR 25,000.00","Horgis are heavy shedders and will need a daily brushing. The main colors of Horgis are black, cream, red, sable, and fawn. Their coats are usually a mixture of two or more colors. Horgis will have lots of energy and enjoy walking and hiking. They are highly alert but not aggressive or territorial. These pups make great companion dogs for active people. Horgis have an affinity for children, but thanks to their herding instincts, they sometimes nip at children's feet or ankles. They're eager learners, though, and can be trained out of this behavior at a young age. Because the Horgi comes from a line of working parents, a strong training program should instilled early. They are prone to mischief and have a high prey drive. Horgis are mixed breed dogs. They are not purebreds like their Siberian Husky or Corgi parents."
33,Portuguese Podengo Pequeno,https://www.dogtime.com/assets/uploads/2019/09/Portuguese-Podengo-Pequeno-dog-breed-pictures-cover.jpg,Hound Dogs,"LKR 30,000 - LKR 45,000",8 to 12 inches,20.32,30.48,9 to 13 pounds,4.08,5.9,3,4,4,3,4,12 to 15 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","These pups are highly intelligent and willing to please, which makes them fairly easy to train. There are two varieties of coat types for these pooches, the smooth and the wiry coat. The smooth coat is short and very dense while the harsh wiry coat is longer. Both are fairly easy to groom. Portuguese Podengo Pequeno coats are often light, medium, or dark yellow or fawn. Some will be black or brown with some possible markings among their coat. Portuguese Podengo Pequenos can be yappy and will alert you to intruders. You can curb unwanted barking tendencies with training. Dogs of this breedÿcan handle living in apartments, but with their energy, they are best suited for homes with yards where they can run around. Portuguese Podengo Pequenos will need one good hour of walking per day with a few good, active play sessions and shorter walks mixed in if possible."
34,American Hairless Terrier,https://www.dogtime.com/assets/uploads/2020/04/american-hairless-terrier-dog-breed-pictures-cover.jpg,Terrier Dogs,"LKR 50,000 - LKR 65,000",12 to 16 inches,30.48,40.64,10 to 16 pounds,4.54,7.26,3,4,3,3,4,13 to 16 years,"LKR 16,000 - LKR 22,000","LKR 16,000.00","LKR 22,000.00","American Hairless Terriers make great playmates for active kids. However, they are on the small side, and overeager children could easily hurt your AHT. Always supervise playtime. American Hairless Terriersÿcan be black, sable, blue, brindle, red, or brown. Sometimes their skin or very short, fine coat is a solid color, and other times they are a combination of two or three colors. Make sure your AHT gets at least one good halfhour walk per day along with lots of little active play sessions throughout the day. They makeÿexcellent dogs for allergy sufferers, thanks to their minimal shedding. They still do shed some dander, so they are not 100 percent hypoallergenicno dog is. American Hairless Terriers tend to get along with other dogs, but when it comes to cats, they still have the prey drive of their Rat Terrier parents, so they may be prone to chasing. These dogs don't do well when left alone for long periods of time. They need attention and validation, which makes them great dogs for big families or active urban dwellers. AHTs are incredibly smart and inquisitive, and they love to please their humans. They may try to test you at first, but when you stick to regular training, your AHT will learn the pecking order."
35,French Bullhuahua,https://www.dogtime.com/assets/uploads/2020/03/french-bullhuahua-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 35,000 - LKR 50,000",6 to 12 inches,15.24,30.48,10 to 30 pounds,4.54,13.61,3,3,3,3,3,10 to 15 years,"LKR 14,000 - LKR 20,000","LKR 14,000.00","LKR 20,000.00","French Bullhuahuasÿcan be a bit stubborn and take to housetraining slowly, but for a consistent owner, their loyalty and desire to please will help training go a bit more smoothly. The French Bullhuahua is a mixed breed dog. They are not purebreds like their French Bulldog or Chihuahua parents. French Bullhuahuasÿhave mediumtohigh energy levels. Make sure your dog gets at least one good halfhour to hourlong walk per day with a few good, active play sessions and shorter walks mixed in. The main colors of French Bullhuahuas are golden, brown, white, brown, black, brindle, merle, cream, and tan.ÿSometimes their coats are solid, and sometimes they have a mix of colors. French Bullhuahuas are generally considered to be a good choice for allergy sufferers. Their coats are very easy to groom. A good brushing per week will probably do. French Bullhuahua dogs prefer to be mostly around adults or older kids who know how to play gently. French Bullhuahuas aren't naturally fond of other animals and may prefer to be the solo pet in the household. Early socialization, however, can help them get along with other pets just fine."
36,Australian Retriever,https://www.dogtime.com/assets/uploads/2019/10/australian-retriever-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 60,000 - LKR 75,000",19 to 23 inches,48.26,58.42,25 to 60 pounds,11.34,27.22,3,4,3,3,4,12 to 15 years,"LKR 18,000 - LKR 25,000","LKR 18,000.00","LKR 25,000.00","The main colors that the coat of the Australian Retriever comes in are black, brown, and white. Some can be more golden like their Retriever parent. It's common for every dog to have their own unique mix of colors and markings. When it comes to grooming, you'll need to brush the dog's coat two or three times a weekthis will prevent any matting issues that could require a costly visit to the vet or groomers. Australian Retrievers are mixed breed dogs. They are not purebreds like their Australian Shepherd or Golden Retriever parents. In general, Australian Retrievers are also fine around other household pets, although they can show herding instincts. The Australian Retriever is a highly energetic and active dog and will require around an hour of exercise every day. Ideally, this will be split up into two separate sessions. The Australian Retriever is a great fit with kids. You'll find both children and canine bonding strongly. You should still supervise all play time between kids and dogs. The mixed breed can make for a good watchdogalthough they're not known to be the most vocal when it comes to barking."
37,Chilier,https://www.dogtime.com/assets/uploads/2019/10/chilier-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 40,000 - LKR 55,000",8 to 12 inches,20.32,30.48,6 to 12 pounds,2.72,5.44,3,4,3,3,4,12 to 16 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","It's very important to look after your Chilier's teeth. Brushing will need to be carried out at least three times a week The Chilier is a mixed breed dog. They are not purebreds like their Chihuahua or Cavalier King Charles Spaniel parents. Chiliers and kids are usually a strong match. The breed is affectionate and playful. You should still supervise all play sessions between dogs and kids. Chilier coats usually come in a range of colors that include black, brown, fawn, gray, and white. The Chilier requires around half an hour of exercise every day, but remember that these sessions need to be on the intense side. Walks should be brisk. When it comes to grooming, this is not a mixed breed that generally sheds much. Brushing the dog once a week should be adequate"
38,Chinese SharPei,https://www.akc.org/wp-content/uploads/2017/11/Chinese-Shar-Pei-On-White-03-400x267.jpg,Working Dogs,"LKR 55,000 - LKR 70,000",18 to 20 inches,45.72,50.8,40 to 55 pounds,18.14,24.95,3,2,3,3,2,8 to 12 years,"LKR 16,000 - LKR 22,000","LKR 16,000.00","LKR 22,000.00","Though the Chinese Shar-Pei is the 134th breed recognized by the American Kennel Club, theÿdog breedÿhas been around for hundreds of years. They were developed to guard, hunt, herd, and later on to fight, unfortunately. Today, they?re known for their characteristic short, bristly coat, loose, wrinkled skin, and devotion to their family."
